Company,TypeName,Inches,RamGB,OpSys,WeightKG,Price,GHz,CpuBrand,CpuVersion,MainMemory,SecondMemory,MainMemoryType,SecondMemoryType,TouchScreen,Resolution,PanelType,GpuBrand,GpuVersion
Dell,2 in 1 Convertible,15.6,8,Windows 10,1.56,670.6886400000001,1.8,Intel, Core i7 8550U ,256.0,0.0,SSD,None,1,1920x1080,Without,Intel, UHD Graphics 620
Toshiba,Notebook,15.6,4,Windows 10,2.1,285.79392,2.2,Intel, Core i3 6006U ,500.0,0.0,HDD,None,0,1366x768,Without,Intel, HD Graphics 520
Asus,Notebook,15.6,4,Windows 10,2.03,257.66208,3.0,AMD, A9-Series 9420 ,1000.0,0.0,HDD,None,0,1366x768,Without,AMD, Radeon R5 M420
Acer,Notebook,17.3,4,Windows 10,3.0,514.6848,1.6,Intel, Core i5 8250U ,256.0,0.0,SSD,None,0,1920x1080,IPSPanel,Nvidia, GeForce MX150
Dell,Notebook,15.6,8,Windows 10,2.13,465.45408,1.6,Intel, Core i5 8250U ,256.0,0.0,SSD,None,0,1920x1080,Without,AMD, Radeon 520
Lenovo,Gaming,15.6,16,Windows 10,2.5,689.86944,2.8,Intel, Core i7 7700HQ ,256.0,0.0,SSD,None,0,1920x1080,IPSPanel,Nvidia, GeForce GTX 1050 Ti
Acer,Notebook,15.6,4,Windows 10,2.1,222.49728,1.1,Intel, Celeron Dual Core N3350 ,1000.0,0.0,HDD,None,0,1366x768,Without,Intel, HD Graphics 500
MSI,Gaming,15.6,16,Windows 10,2.4,1150.20864,2.8,Intel, Core i7 7700HQ ,256.0,1000.0,SSD,HDD,0,1920x1080,IPSPanel,Nvidia, GeForce GTX 1060
Acer,Notebook,15.6,4,Windows 10,2.1,232.4137536,1.1,Intel, Pentium Quad Core N4200 ,1000.0,0.0,HDD,None,0,1366x768,Without,Intel, HD Graphics 505
Dell,Gaming,15.6,8,Windows 10,2.56,678.0348864,2.8,Intel, Core i7 7700HQ ,128.0,1000.0,SSD,HDD,0,1920x1080,Without,Nvidia, GeForce GTX 1050
Acer,Notebook,17.3,8,Windows 10,3.0,546.0134400000001,1.6,Intel, Core i5 8250U ,256.0,0.0,SSD,None,0,1920x1080,IPSPanel,Nvidia, GeForce MX150
HP,Notebook,13.3,4,Windows 10,1.49,482.07744,1.6,Intel, Core i5 8250U ,500.0,0.0,HDD,None,0,1920x1080,IPSPanel,Intel, UHD Graphics 620
Huawei,Ultrabook,13.0,8,Windows 10,1.05,862.4966400000001,2.5,Intel, Core i5 7200U ,256.0,0.0,SSD,None,0,2160x1440,IPSPanel,Intel, HD Graphics 620
HP,Notebook,17.3,6,Windows 10,2.71,446.91264,2.5,Intel, Core i5 7200U ,2000.0,0.0,HDD,None,0,1920x1080,IPSPanel,AMD, Radeon 520
Lenovo,Notebook,15.6,4,No OS,2.2,197.56224,2.9,AMD, A6-Series 9220 ,500.0,0.0,HDD,None,0,1366x768,Without,AMD, Radeon R4 Graphics
Toshiba,Notebook,15.6,4,Windows 10,5.4,312.64704,2.4,Intel, Core i3 7100U ,500.0,0.0,HDD,None,0,1366x768,Without,Intel, HD Graphics 620
HP,Notebook,17.3,8,Windows 10,2.5,590.12928,1.6,Intel, Core i5 8250U ,256.0,0.0,SSD,None,0,1920x1080,Without,Nvidia, GeForce 930MX
Dell,Notebook,15.6,8,Windows 10,2.3,293.46624,2.4,Intel, Core i3 7100U ,1000.0,0.0,HDD,None,0,1366x768,Without,Intel, HD Graphics 620
Acer,Notebook,15.6,4,Windows 10,2.1,287.07264000000004,2.0,Intel, Core i3 6006U ,128.0,0.0,SSD,None,0,1366x768,Without,Intel, HD Graphics 520
MSI,Gaming,18.4,32,Windows 10,4.4,1789.56864,2.9,Intel, Core i7 6920HQ ,512.0,1000.0,SSD,HDD,0,1920x1080,Without,Nvidia, GTX 980 SLI
Lenovo,Notebook,15.6,8,Windows 10,1.9,519.79968,2.5,Intel, Core i5 7200U ,128.0,1000.0,SSD,HDD,0,1920x1080,Without,AMD, R17M-M1-70
HP,2 in 1 Convertible,13.3,8,Windows 10,1.29,958.4006400000001,1.6,Intel, Core i5 8250U ,256.0,0.0,SSD,None,1,3840x2160,IPSPanel,Intel, UHD Graphics 620
Dell,Notebook,15.6,16,Linux,2.02,670.6886400000001,1.8,Intel, Core i7 8550U ,256.0,2000.0,SSD,HDD,0,1920x1080,Without,AMD, Radeon 530
Dell,Ultrabook,13.3,8,Windows 10,1.23,894.46464,1.6,Intel, Core i5 8250U ,256.0,0.0,SSD,None,0,1920x1080,Without,Intel, UHD Graphics 620
Lenovo,2 in 1 Convertible,13.9,16,Windows 10,1.4,1182.1766400000001,1.8,Intel, Core i7 8550U ,512.0,0.0,SSD,None,1,3840x2160,IPSPanel,Intel, UHD Graphics 620
Toshiba,Notebook,15.6,8,Windows 10,2.0,507.01248000000004,2.5,Intel, Core i5 7200U ,128.0,0.0,SSD,None,0,1366x768,Without,Intel, HD Graphics 620
Xiaomi,Notebook,15.6,8,No OS,1.95,766.5926400000001,1.6,Intel, Core i5 8250U ,256.0,0.0,SSD,None,0,1920x1080,IPSPanel,Nvidia, GeForce MX150
Dell,Notebook,17.3,16,Windows 10,2.77,990.36864,1.8,Intel, Core i7 8550U ,512.0,0.0,SSD,None,1,1920x1080,Without,Nvidia, GeForce 150MX
Dell,Notebook,15.6,16,Windows 10,2.06,1532.54592,2.8,Intel, Core i7 7700HQ ,512.0,0.0,SSD,None,1,3840x2160,Without,Nvidia, GeForce GTX 1050
Lenovo,Gaming,15.6,8,No OS,2.4,498.06144000000006,2.5,Intel, Core i5 7300HQ ,256.0,0.0,SSD,None,0,1920x1080,IPSPanel,Nvidia, GeForce GTX 1050
Acer,Ultrabook,13.3,8,Windows 10,1.12,632.32704,1.2,Intel, Core i5 7Y54 ,256.0,0.0,SSD,None,0,1920x1080,IPSPanel,Intel, HD Graphics 615
Dell,Notebook,17.3,8,Windows 10,2.8,693.7056,1.8,Intel, Core i7 8550U ,128.0,1000.0,SSD,HDD,0,1920x1080,Without,AMD, Radeon 530
Vero,Notebook,14.0,4,Windows 10,1.3,166.2336,1.1,Intel, Celeron Dual Core N3350 ,32.0,0.0,FlashStorage,None,0,1920x1080,IPSPanel,Intel, HD Graphics 500
Xiaomi,Ultrabook,13.3,8,No OS,1.3,639.296064,2.5,Intel, Core i5 7200U ,256.0,0.0,SSD,None,0,1920x1080,IPSPanel,Nvidia, GeForce MX150
Lenovo,Notebook,17.3,8,No OS,2.8,446.27328000000006,1.6,Intel, Core i5 8250U ,256.0,0.0,SSD,None,0,1600x900,Without,Nvidia, GeForce MX150
Dell,2 in 1 Convertible,13.3,8,Windows 10,1.62,536.42304,1.8,Intel, Core i7 8550U ,1000.0,0.0,HDD,None,1,1920x1080,IPSPanel,Intel, UHD Graphics 620
HP,Notebook,17.3,8,Windows 10,2.5,584.37504,1.6,Intel, Core i5 8250U ,1000.0,0.0,HDD,None,0,1920x1080,IPSPanel,Nvidia, GeForce 930MX
HP,Notebook,13.3,8,Windows 10,1.49,613.1462399999999,1.6,Intel, Core i5 8250U ,512.0,0.0,SSD,None,0,1920x1080,Without,Intel, UHD Graphics 620
HP,Gaming,17.3,16,Windows 10,3.35,881.6774399999999,2.8,Intel, Core i7 7700HQ ,256.0,1000.0,SSD,HDD,0,1920x1080,IPSPanel,Nvidia, GeForce GTX 1050
HP,Notebook,17.3,8,Windows 10,2.5,668.1312,1.8,Intel, Core i7 8550U ,256.0,0.0,SSD,None,0,1920x1080,Without,Nvidia, GeForce 930MX 
Dell,Gaming,15.6,16,Windows 10,2.65,1179.6192,2.8,Intel, Core i7 7700HQ ,512.0,1000.0,SSD,HDD,0,3840x2160,IPSPanel,Nvidia, GeForce GTX 1060
Lenovo,Notebook,15.6,4,Windows 10,2.1,315.20448,2.3,Intel, Core i5 6200U ,128.0,0.0,SSD,None,0,1366x768,Without,Intel, HD Graphics 520
Acer,Notebook,15.6,8,Windows 10,2.23,474.40512,2.7,Intel, Core i7 7500U ,1000.0,0.0,HDD,None,0,1920x1080,Without,Nvidia, GeForce 940MX
Lenovo,Gaming,15.6,16,Windows 10,3.2,1118.24064,2.8,Intel, Core i7 7700HQ ,512.0,1000.0,SSD,HDD,0,1920x1080,IPSPanel,Nvidia, GeForce GTX 1060
Dell,Workstation,15.6,16,Windows 10,2.8,1953.2448,3.0,Intel, Xeon E3-1505M V6 ,256.0,1000.0,SSD,HDD,0,3840x2160,Without,Nvidia, Quadro M1200
Lenovo,Gaming,15.6,16,No OS,2.4,893.82528,2.8,Intel, Core i7 7700HQ ,512.0,0.0,SSD,None,0,1920x1080,Without,Nvidia, GeForce GTX 1060
Dell,Notebook,15.6,6,Windows 10,2.3,280.67904,2.4,Intel, Core i3 7100U ,1000.0,0.0,HDD,None,1,1366x768,Without,Intel, HD Graphics 620
Dell,Ultrabook,13.3,8,Windows 10,1.21,1246.11264,1.8,Intel, Core i7 8550U ,256.0,0.0,SSD,None,1,3840x2160,IPSPanel,Intel, UHD Graphics 620
Acer,Notebook,15.6,8,Linux,2.4,498.06144000000006,2.8,Intel, Core i7 7700HQ ,1000.0,0.0,HDD,None,0,1920x1080,Without,Nvidia, GeForce GTX 1050
Asus,Gaming,17.3,16,Windows 10,2.9,899.5795200000001,2.8,Intel, Core i7 7700HQ ,256.0,1000.0,SSD,HDD,0,1920x1080,Without,Nvidia, GeForce GTX 1050
HP,Notebook,15.6,4,No OS,2.1,223.13664000000003,2.0,Intel, Core i3 6006U ,500.0,0.0,HDD,None,0,1920x1080,Without,Intel, HD Graphics 520
Lenovo,Notebook,15.6,8,No OS,2.2,351.00864,2.5,Intel, Core i5 7200U ,256.0,0.0,SSD,None,0,1920x1080,Without,Intel, HD Graphics 620
Huawei,Ultrabook,13.0,8,Windows 10,1.05,958.4006400000001,2.7,Intel, Core i7 7500U ,512.0,0.0,SSD,None,0,2160x1440,IPSPanel,Intel, HD Graphics 620
Dell,Ultrabook,13.3,8,Windows 10,1.4,595.8067968,1.8,Intel, Core i7 8550U ,256.0,0.0,SSD,None,0,1920x1080,IPSPanel,AMD, Radeon 530
Lenovo,Notebook,17.3,8,No OS,2.8,376.58304,2.5,Intel, Core i5 7200U ,1000.0,0.0,HDD,None,0,1600x900,Without,Nvidia, GeForce GTX 940MX
HP,Notebook,14.0,8,Windows 10,1.63,659.18016,1.8,Intel, Core i7 8550U ,256.0,0.0,SSD,None,0,1920x1080,Without,Nvidia, GeForce 930MX
Dell,Ultrabook,14.0,8,Windows 10,1.6,734.62464,1.6,Intel, Core i5 8250U ,256.0,0.0,SSD,None,0,1920x1080,Without,Intel, UHD Graphics 620
Dell,2 in 1 Convertible,13.3,16,Windows 10,1.62,817.74144,1.8,Intel, Core i7 8550U ,512.0,0.0,SSD,None,1,1920x1080,Without,Intel, UHD Graphics 620
Dell,Notebook,15.6,8,Linux,2.2,433.070496,1.6,Intel, Core i5 8250U ,256.0,0.0,SSD,None,0,1920x1080,Without,AMD, Radeon 520
Lenovo,2 in 1 Convertible,14.0,8,Windows 10,1.74,574.7846400000001,1.6,Intel, Core i5 8250U ,256.0,0.0,SSD,None,0,1920x1080,IPSPanel,Intel, UHD Graphics 620
Toshiba,Ultrabook,13.3,8,Windows 10,1.2,871.44768,2.5,Intel, Core i7 6500U ,256.0,0.0,SSD,None,0,1920x1080,Without,Intel, HD Graphics 520
HP,Notebook,15.6,8,Windows 10,2.1,507.65184,1.6,Intel, Core i5 8250U ,1000.0,0.0,HDD,None,0,1920x1080,Without,Intel, UHD Graphics 620
Dell,Gaming,17.3,16,Windows 10,4.42,1570.4855424,2.8,Intel, Core i7 7700HQ ,256.0,1000.0,SSD,HDD,0,1920x1080,IPSPanel,Nvidia, GeForce GTX 1060
Acer,Notebook,15.6,8,Windows 10,2.2,531.94752,2.7,Intel, Core i7 7500U ,256.0,0.0,SSD,None,0,1920x1080,Without,Nvidia, GeForce 940MX
Dell,Notebook,15.6,16,Windows 10,2.3,549.2166336,2.7,Intel, Core i7 7500U ,1000.0,0.0,HDD,None,1,1920x1080,Without,AMD, Radeon R7 M445
Asus,Notebook,15.6,8,Windows 10,2.0,491.66784,2.5,Intel, Core i5 7200U ,256.0,0.0,SSD,None,0,1920x1080,Without,Nvidia, GeForce 920MX 
Asus,Notebook,17.3,8,Windows 10,2.69,569.66976,2.5,Intel, Core i5 7200U ,256.0,500.0,SSD,HDD,0,1920x1080,Without,Nvidia, GeForce GTX 950M
HP,Notebook,15.6,8,Windows 10,1.9,811.3478400000001,2.7,Intel, Core i7 7500U ,1000.0,0.0,HDD,None,0,1920x1080,Without,AMD, FirePro W4190M 
Asus,Notebook,15.6,4,Windows 10,2.37,255.09824640000002,2.4,Intel, Core i3 7100U ,1000.0,0.0,HDD,None,0,1366x768,Without,Intel, HD Graphics 620
HP,Notebook,15.6,4,Windows 10,2.1,210.98880000000003,1.5,AMD, E-Series 9000e ,500.0,0.0,HDD,None,0,1366x768,Without,AMD, Radeon R2
Lenovo,Gaming,15.6,16,Windows 10,3.2,958.4006400000001,2.8,Intel, Core i7 7700HQ ,256.0,1000.0,SSD,HDD,0,1920x1080,IPSPanel,Nvidia, GeForce GTX 1060
Dell,Notebook,14.0,8,Windows 10,1.6,549.21024,2.5,Intel, Core i5 7200U ,256.0,0.0,SSD,None,0,1920x1080,Without,Intel, HD Graphics 620
Acer,2 in 1 Convertible,13.3,8,Windows 10,1.6,440.51903999999996,2.3,Intel, Core i5 6200U ,256.0,0.0,SSD,None,1,1920x1080,IPSPanel,Intel, HD Graphics 520
Dell,Notebook,15.6,16,Linux,2.36,574.7846400000001,2.7,Intel, Core i7 7500U ,256.0,0.0,SSD,None,0,1920x1080,Without,AMD, Radeon R7 M445
Acer,Notebook,15.6,4,Linux,2.1,249.3504,2.0,Intel, Core i3 6006U ,1000.0,0.0,HDD,None,0,1366x768,Without,Intel, HD Graphics 520
Asus,Notebook,15.6,4,Windows 10,2.2,367.632,2.5,AMD, A10-Series A10-9620P ,128.0,1000.0,SSD,HDD,0,1920x1080,Without,AMD, Radeon R5 M430
Asus,Gaming,17.3,32,Windows 10,4.7,2487.1104,2.9,Intel, Core i7 7820HK ,512.0,1000.0,SSD,HDD,0,1920x1080,Without,Nvidia, GeForce GTX 1080
Acer,Gaming,15.6,8,Windows 10,2.5,540.89856,2.5,Intel, Core i5 7300HQ ,256.0,0.0,SSD,None,0,1920x1080,IPSPanel,Nvidia, GeForce GTX 1050
Lenovo,Notebook,15.6,8,Windows 10,7.2,376.58304,2.0,Intel, Core i3 6006U ,128.0,0.0,SSD,None,0,1366x768,Without,Intel, HD Graphics 520
Asus,Notebook,17.3,8,Windows 10,2.1,732.0672,1.8,Intel, Core i7 8550U ,128.0,1000.0,SSD,HDD,0,1920x1080,Without,Nvidia, GeForce 150MX
Asus,Notebook,17.3,8,No OS,2.69,568.39104,2.7,Intel, Core i7 7500U ,128.0,1000.0,SSD,HDD,0,1920x1080,Without,Nvidia, GeForce GTX 950M
Dell,Gaming,15.6,8,Windows 10,2.56,561.9974400000001,2.5,Intel, Core i5 7300HQ ,256.0,0.0,SSD,None,0,1920x1080,Without,Nvidia, GeForce GTX 1050
Lenovo,2 in 1 Convertible,13.9,8,Windows 10,1.38,689.86944,2.7,Intel, Core i7 7500U ,256.0,0.0,SSD,None,1,1920x1080,IPSPanel,Intel, HD Graphics 620
Dell,Notebook,15.6,8,Windows 10,2.2,629.7696000000001,1.8,Intel, Core i7 8550U ,128.0,2000.0,SSD,HDD,0,1920x1080,Without,AMD, Radeon 530
HP,Notebook,15.6,8,Windows 10,2.04,357.40224,2.5,Intel, Core i5 7200U ,1000.0,0.0,HDD,None,1,1366x768,Without,Intel, HD Graphics 620
Asus,Gaming,17.3,16,Windows 10,3.6,1917.44064,2.9,Intel, Core i7 7820HK ,256.0,0.0,SSD,None,0,1920x1080,Without,Nvidia, GeForce GTX 1080
HP,Notebook,13.3,4,Windows 10,1.49,431.568,1.6,Intel, Core i5 8250U ,500.0,0.0,HDD,None,0,1920x1080,IPSPanel,Intel, UHD Graphics 620
Apple,Ultrabook,13.3,8,macOS,1.37,1304.2944,3.1,Intel, Core i5 ,512.0,0.0,SSD,None,0,2560x1600,IPSPanelRetinaDisplay,Intel, Iris Plus Graphics 650
Dell,2 in 1 Convertible,15.6,8,Windows 10,2.08,523.63584,1.8,Intel, Core i7 8550U ,1000.0,0.0,HDD,None,1,1920x1080,IPSPanel,Intel, UHD Graphics 620
Asus,Gaming,17.3,16,Windows 10,4.3,1150.20864,2.8,Intel, Core i7 7700HQ ,256.0,1000.0,SSD,HDD,0,1920x1080,Without,Nvidia, GeForce GTX 980M
Asus,Notebook,15.6,4,Windows 10,1.68,299.85984,3.0,AMD, A9-Series 9420 ,1000.0,0.0,HDD,None,0,1366x768,Without,AMD, Radeon R5 M420
Lenovo,2 in 1 Convertible,13.9,8,Windows 10,1.37,1182.1766400000001,1.8,Intel, Core i7 8550U ,512.0,0.0,SSD,None,1,1920x1080,IPSPanel,Intel, UHD Graphics 620
Acer,Notebook,17.3,4,Windows 10,3.0,448.83072,2.7,Intel, Core i3 7130U ,256.0,0.0,SSD,None,0,1920x1080,IPSPanel,Nvidia, GeForce MX130
Dell,Ultrabook,13.3,8,Windows 10,1.41,606.75264,1.6,Intel, Core i5 8250U ,256.0,0.0,SSD,None,0,1920x1080,Without,Intel, UHD Graphics 620
HP,Notebook,15.6,8,Windows 10,1.91,285.090624,2.5,AMD, A6-Series A6-9220 ,128.0,0.0,SSD,None,0,1366x768,Without,AMD, Radeon R4 Graphics
HP,Notebook,17.3,16,Windows 10,2.9,677.08224,1.8,Intel, Core i7 8550U ,1000.0,0.0,HDD,None,0,1920x1080,IPSPanel,Nvidia, GeForce MX150
MSI,Gaming,17.3,16,Windows 10,4.14,1597.76064,2.8,Intel, Core i7 7700HQ ,512.0,1000.0,SSD,HDD,0,1920x1080,Without,Nvidia, GeForce GTX 1070
Lenovo,2 in 1 Convertible,15.6,8,Windows 10,2.0,1086.2726400000001,2.8,Intel, Core i7 7700HQ ,512.0,0.0,SSD,None,1,1920x1080,IPSPanel,Nvidia, GeForce GTX 1050M
Dell,Notebook,17.3,8,Windows 10,2.8,730.14912,1.8,Intel, Core i7 8550U ,128.0,1000.0,SSD,HDD,0,1920x1080,Without,AMD, Radeon 530
Lenovo,Notebook,15.6,4,No OS,2.2,283.87584,2.0,Intel, Core i3 6006U ,256.0,0.0,SSD,None,0,1920x1080,Without,Intel, HD Graphics 520
HP,Notebook,15.6,4,Windows 10,2.1,461.61792,1.6,Intel, Core i5 8250U ,500.0,0.0,HDD,None,0,1920x1080,IPSPanel,Intel, HD Graphics 620
Dell,Notebook,15.6,4,Windows 10,2.18,420.05952,2.5,Intel, Core i5 7200U ,1000.0,0.0,HDD,None,0,1920x1080,Without,Intel, HD Graphics 620
Dell,Notebook,15.6,8,Windows 10,2.24,361.2384,2.5,Intel, Core i5 7200U ,1000.0,0.0,HDD,None,0,1920x1080,Without,AMD, Radeon R5 M430
Dell,2 in 1 Convertible,15.6,8,Windows 10,2.67,510.84864000000005,1.6,Intel, Core i5 8250U ,256.0,0.0,SSD,None,1,1920x1080,Without,Intel, UHD Graphics 620
Asus,2 in 1 Convertible,13.3,8,Windows 10,4.1,958.4006400000001,1.8,Intel, Core i7 8550U ,512.0,512.0,SSD,SSD,1,1920x1080,Without,Intel, UHD Graphics 620
HP,Notebook,17.3,8,Windows 10,2.5,650.86848,1.8,Intel, Core i7 8550U ,1000.0,0.0,HDD,None,0,1920x1080,Without,Nvidia, GeForce 930MX 
Lenovo,Notebook,15.6,8,Windows 10,2.05,562.6368,1.8,Intel, Core i7 8550U ,256.0,0.0,SSD,None,0,1920x1080,Without,Intel, UHD Graphics 620
Apple,Ultrabook,13.3,8,macOS,1.37,1252.442304,2.9,Intel, Core i5 ,512.0,0.0,SSD,None,0,2560x1600,IPSPanelRetinaDisplay,Intel, Iris Graphics 550
Asus,Gaming,17.3,16,Windows 10,3.2,990.36864,3.0,AMD, Ryzen 1700 ,256.0,1000.0,SSD,HDD,0,1920x1080,Without,AMD, Radeon RX 580
Dell,Notebook,15.6,8,Linux,2.14,469.97435520000005,1.8,Intel, Core i7 8550U ,256.0,0.0,SSD,None,0,1920x1080,Without,AMD, Radeon 520
Lenovo,2 in 1 Convertible,14.0,16,Windows 10,1.36,1597.76064,2.6,Intel, Core i7 6600U ,512.0,0.0,SSD,None,1,2560x1440,Without,Intel, HD Graphics 520
Toshiba,Notebook,15.6,8,Windows 10,2.2,519.1603200000001,2.5,Intel, Core i7 6500U ,500.0,0.0,HDD,None,0,1366x768,Without,Nvidia, GeForce 930M
Dell,Notebook,15.6,12,Windows 10,2.3,455.9084352,2.7,Intel, Core i7 7500U ,1000.0,0.0,HDD,None,0,1366x768,Without,Intel, HD Graphics 620
Dell,Notebook,17.3,8,Linux,2.8,702.65664,1.8,Intel, Core i7 8550U ,128.0,1000.0,SSD,HDD,0,1920x1080,Without,AMD, Radeon 530
Acer,Notebook,15.6,8,Windows 10,2.2,476.3232,1.8,Intel, Core i7 8550U ,1000.0,0.0,HDD,None,0,1920x1080,IPSPanel,Nvidia, GeForce MX130
Lenovo,Notebook,17.3,4,Windows 10,2.8,312.64704,2.0,Intel, Core i3 6006U ,1000.0,0.0,HDD,None,0,1600x900,Without,Intel, HD Graphics 520
Lenovo,Notebook,17.3,8,No OS,2.8,542.81664,1.8,Intel, Core i7 8550U ,2000.0,0.0,HDD,None,0,1920x1080,Without,Nvidia, GeForce MX150
Lenovo,Notebook,17.3,6,Windows 10,2.8,549.21024,2.7,Intel, Core i7 7500U ,128.0,1000.0,SSD,HDD,0,1600x900,Without,Nvidia, GeForce 940MX
Dell,Notebook,15.6,4,Linux,2.25,273.64608,2.0,Intel, Core i3 6006U ,1000.0,0.0,HDD,None,0,1920x1080,Without,AMD, Radeon R5 M430
Lenovo,Gaming,15.6,8,Windows 10,2.5,530.02944,2.5,Intel, Core i5 7300HQ ,256.0,0.0,SSD,None,0,1920x1080,IPSPanel,Nvidia, GeForce GTX 1050
Lenovo,Notebook,15.6,6,Windows 10,2.2,370.18944,2.5,Intel, Core i5 7200U ,256.0,0.0,SSD,None,0,1920x1080,Without,Intel, HD Graphics 620
Acer,Notebook,15.6,8,Windows 10,3.0,608.03136,1.8,Intel, Core i7 8550U ,256.0,0.0,SSD,None,0,1920x1080,IPSPanel,Nvidia, GeForce MX150
Acer,Notebook,15.6,12,Windows 10,2.15,421.33824,2.7,Intel, Core i7 7500U ,1000.0,0.0,HDD,None,1,1920x1080,IPSPanel,Intel, HD Graphics 620
Lenovo,Notebook,15.6,8,Windows 10,1.95,701.37792,2.7,Intel, Core i7 7500U ,256.0,0.0,SSD,None,0,1920x1080,IPSPanel,Intel, HD Graphics 630
Asus,Ultrabook,15.6,8,Windows 10,1.7,624.65472,2.5,Intel, Core i5 7200U ,256.0,0.0,SSD,None,0,1920x1080,Without,Nvidia, GeForce 940MX
Lenovo,Gaming,15.6,16,Windows 10,2.5,753.8054400000001,2.8,Intel, Core i7 7700HQ ,256.0,1000.0,SSD,HDD,0,1920x1080,IPSPanel,Nvidia, GeForce GTX 1050 Ti
Lenovo,Notebook,15.6,8,No OS,2.2,421.3446336,2.7,Intel, Core i7 7500U ,1000.0,0.0,HDD,None,0,1920x1080,Without,Nvidia, GeForce 940MX
Acer,Notebook,15.6,2,Chrome OS,2.19,127.23263999999999,1.5,Intel, Celeron Dual Core 3205U ,16.0,0.0,SSD,None,0,1366x768,Without,Intel, HD Graphics
Asus,Gaming,17.3,8,Windows 10,3.0,758.9203200000001,2.8,Intel, Core i7 7700HQ ,1000.0,0.0,HDD,None,0,1920x1080,Without,Nvidia, GeForce GTX 1050
HP,Notebook,17.3,8,Windows 10,2.54,312.64704,2.0,Intel, Core i3 6006U ,1000.0,0.0,HDD,None,0,1600x900,Without,Intel, HD Graphics 520
Dell,Notebook,15.6,8,Windows 10,2.0,1169.38944,2.8,Intel, Core i7 7700HQ ,256.0,0.0,SSD,None,0,1920x1080,Without,Nvidia, GeForce GTX 1050
Lenovo,Notebook,15.6,8,Windows 10,2.05,472.48704,1.6,Intel, Core i5 8250U ,256.0,0.0,SSD,None,0,1920x1080,Without,Intel, UHD Graphics 620
Lenovo,Gaming,15.6,8,Windows 10,3.2,830.52864,2.8,Intel, Core i7 7700HQ ,1000.0,0.0,HDD,None,0,1920x1080,IPSPanel,Nvidia, GeForce GTX 1060
Acer,Notebook,15.6,8,Linux,2.5,625.93344,2.8,Intel, Core i7 7700HQ ,256.0,0.0,SSD,None,0,1920x1080,Without,Nvidia, GeForce GTX 1050 Ti
Dell,Workstation,17.3,16,Windows 10,3.42,1844.4640896,2.9,Intel, Core i7 7820HQ ,256.0,0.0,SSD,None,0,1920x1080,Without,Nvidia, Quadro M1200
Lenovo,Notebook,15.6,6,Windows 10,2.4,319.04064,2.4,AMD, A10-Series 9600P ,1000.0,0.0,HDD,None,0,1920x1080,Without,AMD, Radeon R5 430
Asus,Ultrabook,15.6,16,Windows 10,1.63,938.58048,2.7,Intel, Core i7 7500U ,512.0,0.0,SSD,None,0,1920x1080,Without,Nvidia, GeForce 940MX
Asus,Notebook,14.0,4,Windows 10,1.3,325.43424,2.4,Intel, Core i3 7100U ,128.0,0.0,SSD,None,0,1366x768,Without,Intel, HD Graphics 620
Asus,Gaming,17.3,16,Windows 10,2.9,1356.7219200000002,2.8,Intel, Core i7 7700HQ ,256.0,1000.0,SSD,HDD,0,1920x1080,Without,Nvidia, GeForce GTX 1070
Lenovo,Notebook,17.3,6,Windows 10,5.8,414.94464000000005,2.5,Intel, Core i5 7200U ,1000.0,0.0,HDD,None,0,1600x900,Without,Nvidia, GeForce GTX 940M
Lenovo,Notebook,15.6,8,No OS,2.2,351.00864,2.5,Intel, Core i5 7200U ,2000.0,0.0,HDD,None,0,1366x768,Without,Nvidia, GeForce 940MX
Asus,Gaming,15.6,8,Windows 10,2.5,808.7904,2.8,Intel, Core i7 7700HQ ,128.0,1000.0,SSD,HDD,0,1920x1080,Without,Nvidia, GeForce GTX 1050 Ti
Lenovo,Notebook,15.6,4,No OS,2.2,230.16320639999998,1.1,Intel, Pentium Quad Core N4200 ,1000.0,0.0,HDD,None,0,1366x768,Without,Intel, HD Graphics 505
HP,2 in 1 Convertible,13.3,16,Windows 10,1.28,1262.736,2.8,Intel, Core i7 7600U ,256.0,0.0,SSD,None,1,1920x1080,Without,Intel, HD Graphics 620
Toshiba,Notebook,15.6,8,Windows 10,2.2,666.85248,2.5,Intel, Core i7 6500U ,256.0,0.0,SSD,None,0,1920x1080,IPSPanel,Nvidia, GeForce 930M
Lenovo,Notebook,15.6,8,Windows 10,2.3,523.63584,2.5,Intel, Core i5 7200U ,128.0,1000.0,SSD,HDD,0,1920x1080,Without,Nvidia, GeForce 940MX
HP,Notebook,15.6,4,Windows 10,1.86,299.85984,2.0,Intel, Core i3 6006U ,1000.0,0.0,HDD,None,0,1920x1080,Without,Intel, HD Graphics 520
Lenovo,Notebook,13.3,8,Windows 10,1.1,638.72064,2.5,Intel, Core i5 7200U ,256.0,0.0,SSD,None,0,1920x1080,IPSPanel,Intel, HD Graphics 620
Dell,Ultrabook,13.3,16,Windows 10,1.21,1597.76064,1.8,Intel, Core i7 8550U ,1000.0,0.0,SSD,None,1,3840x2160,IPSPanel,Intel, UHD Graphics 620
MSI,Gaming,15.6,16,Windows 10,2.8,1342.01664,2.8,Intel, Core i7 7700HQ ,256.0,1000.0,SSD,HDD,0,1920x1080,IPSPanel,Nvidia, GeForce GTX 1070
